(22.60536398467433, 95.43478260869566)
(33.33333333333333, 100.0)
(39.84674329501915, 98.26086956521739)
(45.21072796934866, 99.56521739130434)
(53.25670498084292, 95.43478260869566)
(61.30268199233716, 95.86956521739131)
(66.66666666666666, 97.17391304347827)
(78.9272030651341, 92.82608695652173)
(82.37547892720306, 95.0)
(89.272030651341, 97.3913043478261)
(88.88888888888889, 95.43478260869566)
(92.33716475095785, 90.43478260869566)
(97.70114942528735, 89.56521739130436)
(97.70114942528735, 87.39130434782608)
(95.40229885057471, 91.08695652173913)
(91.18773946360153, 91.08695652173913)
(84.2911877394636, 88.91304347826086)
(80.07662835249042, 91.30434782608695)
(75.47892720306514, 94.78260869565217)
(68.96551724137932, 95.0)
(56.70498084291188, 95.43478260869566)
(47.89272030651341, 92.3913043478261)
(34.48275862068966, 93.04347826086956)
(23.754789272030653, 91.73913043478261)
(14.559386973180077, 86.52173913043478)
(8.812260536398467, 88.26086956521739)
(0.0, 84.1304347826087)
(0.7662835249042145, 84.78260869565217)
(8.045977011494253, 85.65217391304348)
(9.961685823754788, 86.73913043478261)
(12.260536398467432, 86.30434782608695)
(20.689655172413794, 86.95652173913044)
(30.268199233716476, 89.56521739130436)
(36.015325670498086, 90.65217391304347)
(48.275862068965516, 90.21739130434783)
(48.275862068965516, 89.34782608695652)
(50.57471264367817, 89.78260869565217)
(59.00383141762452, 85.0)
(59.38697318007663, 84.34782608695653)
(73.5632183908046, 82.17391304347827)
(79.6934865900383, 80.21739130434783)
(83.5249042145594, 76.73913043478261)
(87.35632183908046, 77.6086956521739)
(100.0, 77.17391304347827)
(88.50574712643679, 78.26086956521739)
(96.16858237547893, 75.8695652173913)
(97.31800766283524, 73.04347826086956)
(91.18773946360153, 76.95652173913044)
(85.44061302681992, 79.34782608695652)
(76.62835249042146, 80.8695652173913)
(52.10727969348659, 79.56521739130434)
(38.69731800766284, 77.39130434782608)
(34.48275862068966, 74.1304347826087)
(24.521072796934863, 71.08695652173913)
(18.007662835249043, 70.86956521739131)
(17.24137931034483, 71.30434782608695)
(21.0727969348659, 71.95652173913044)
(12.260536398467432, 67.17391304347827)
(20.689655172413794, 71.95652173913044)
(22.60536398467433, 71.30434782608695)
(14.17624521072797, 67.82608695652173)
(24.904214559386972, 71.95652173913044)
(35.63218390804598, 71.08695652173913)
(42.5287356321839, 72.17391304347827)
(47.12643678160919, 71.30434782608695)
(50.57471264367817, 68.69565217391305)
(62.06896551724138, 67.6086956521739)
(77.77777777777779, 71.30434782608695)
(81.99233716475096, 69.56521739130434)
(86.20689655172413, 65.21739130434783)
(87.35632183908046, 64.56521739130436)
(79.3103448275862, 67.6086956521739)
(87.73946360153256, 66.30434782608695)
(86.59003831417624, 63.91304347826087)
(82.37547892720306, 66.95652173913044)
(74.32950191570882, 68.69565217391305)
(72.41379310344827, 66.08695652173913)
(66.66666666666666, 61.08695652173913)
(50.191570881226056, 63.26086956521739)
(46.74329501915709, 65.0)
(39.08045977011494, 66.08695652173913)
(35.24904214559387, 64.78260869565217)
(29.88505747126437, 63.04347826086957)
(31.800766283524908, 63.91304347826087)
(37.93103448275862, 60.86956521739131)
(39.08045977011494, 58.913043478260875)
(40.61302681992337, 62.82608695652174)
(56.32183908045977, 62.82608695652174)
(63.2183908045977, 57.826086956521735)
(73.18007662835248, 59.34782608695652)
(79.6934865900383, 58.47826086956521)
(78.16091954022988, 53.69565217391305)
