(77.01149425287356, 55.00000000000001)
(73.5632183908046, 53.47826086956522)
(63.984674329501914, 52.391304347826086)
(57.8544061302682, 49.56521739130435)
(45.593869731800766, 48.04347826086956)
(45.97701149425287, 53.69565217391305)
(34.099616858237546, 53.69565217391305)
(26.436781609195403, 56.086956521739125)
(29.118773946360154, 56.95652173913044)
(26.436781609195403, 58.69565217391305)
(27.586206896551722, 58.26086956521739)
(20.689655172413794, 57.826086956521735)
(28.735632183908045, 57.608695652173914)
(34.86590038314176, 55.21739130434783)
(54.406130268199234, 52.391304347826086)
(56.32183908045977, 50.21739130434783)
(67.04980842911877, 46.73913043478261)
(71.64750957854406, 40.21739130434783)
(71.64750957854406, 41.73913043478261)
(70.88122605363985, 39.78260869565217)
(62.83524904214559, 40.21739130434783)
(54.02298850574713, 42.173913043478265)
(45.21072796934866, 40.21739130434783)
(36.39846743295019, 36.52173913043478)
(28.735632183908045, 36.30434782608696)
(29.50191570881226, 40.0)
(28.35249042145594, 43.69565217391304)
(27.969348659003828, 46.95652173913044)
(35.24904214559387, 46.73913043478261)
(39.84674329501915, 42.608695652173914)
(52.490421455938694, 42.173913043478265)
(55.172413793103445, 38.69565217391304)
(60.15325670498084, 34.56521739130435)
(65.90038314176245, 31.30434782608696)
(65.13409961685824, 30.217391304347824)
(65.13409961685824, 28.26086956521739)
(54.406130268199234, 28.043478260869563)
(45.97701149425287, 33.47826086956522)
(43.67816091954023, 27.391304347826086)
(31.03448275862069, 28.47826086956522)
(30.65134099616858, 31.956521739130434)
(21.455938697318008, 32.17391304347826)
(22.60536398467433, 33.69565217391305)
(29.88505747126437, 36.95652173913043)
(40.229885057471265, 31.73913043478261)
(46.36015325670498, 26.521739130434785)
(47.89272030651341, 31.956521739130434)
(50.57471264367817, 27.82608695652174)
(50.57471264367817, 20.869565217391305)
(37.547892720306514, 25.869565217391305)
(48.65900383141762, 26.956521739130434)
(38.69731800766284, 23.695652173913043)
(36.7816091954023, 18.043478260869566)
(45.21072796934866, 14.130434782608695)
(44.827586206896555, 9.347826086956522)
(36.7816091954023, 6.956521739130435)
(35.24904214559387, 4.130434782608695)
(41.7624521072797, 0.0)
